slug,degree,betweenness,closeness,eigenvector
online-fraud-ic,0.3013698630136986,0.061748195669607056,1.160919540229885,0.7071065948174308
ransomware-ic,0.1506849315068493,0.014701951349906442,1.160919540229885,4.461650770592596e-05
malware-ic,0.1095890410958904,0.007484629778134189,1.160919540229885,6.685879033215606e-07
money-laundering-ic,0.0958904109589041,0.012028869286287089,0.7511832319134552,2.9035103204816355e-07
bec-ic,0.0958904109589041,0.0056134723336006415,1.160919540229885,1.2077901316309913e-07
hacking-ic,0.0821917808219178,0.00400962309542903,1.1609195402298849,1.741265841061116e-08
carding-fraud-ic,0.0410958904109589,0.005078855920876771,0.5108045977011495,7.780188311708989e-08
csam-ic,0.0410958904109589,0.0008019246190858059,1.1609195402298849,4.972239739323976e-12
cybercrime-forum-ic,0.0273972602739726,0.0002673082063619353,1.160919540229885,6.55532217859017e-14
bank-fraud-ic,0.0136986301369863,0.0,0.44034879112168057,5.695399486874983e-08
cybercrime-infrastructure-ic,0.0136986301369863,0.0,1.160919540229885,9.025991132420947e-17
ddos-extortion,0.0136986301369863,0.0,1.160919540229885,9.025991132420947e-17
ddos-ic,0.0136986301369863,0.0,1.160919540229885,9.025991132420947e-17
organized-crime-ic,0.0136986301369863,0.0,1.160919540229885,9.025991132420947e-17
voice-phishing-ic,0.0136986301369863,0.0,1.160919540229885,9.025991132420947e-17
