slug,degree,betweenness,closeness,eigenvector
europol-ec3,0.6666666666666666,0.36264942924112076,0.7456217657559939,0.37020916808149656
fbi-cyber-division,0.5694444444444444,0.2955940661943882,0.6941995750142013,0.32596707187634844
eurojust,0.38888888888888884,0.0726073098910142,0.5905324384787473,0.2431549406545454
us-doj,0.2777777777777778,0.04647831266959812,0.5522435521933421,0.1566628164905236
netherlands-politie,0.2638888888888889,0.026574978704844505,0.506749804186568,0.19712072810780276
uk-nca,0.25,0.019081269514956332,0.5021534340805675,0.1945161186054882
germany-bka,0.2222222222222222,0.018945662075515415,0.4910192115954107,0.16845732802547436
interpol,0.19444444444444442,0.19158493823400952,0.50444114904221,0.021549739946433465
us-secret-service,0.1111111111111111,0.009073829576312066,0.5021534340805675,0.0769397175718475
canada-rcmp,0.1111111111111111,0.003472164651415514,0.4762358374828607,0.1100453272133529
australia-afp,0.1111111111111111,0.00355338930354314,0.47217412458322006,0.09090559104674993
japan-npa,0.08333333333333333,0.029373690298815855,0.4473730594535964,0.05839985165571515
france-gendarmerie,0.08333333333333333,0.012813999470594537,0.4824611425479961,0.07591089991871038
afripol,0.05555555555555555,0.00027208416470161435,0.307142391719182,0.0006484701900844905
us-dhs,0.05555555555555555,0.002583055325838447,0.45286229944689205,0.017718500417753375
spanish-national-police,0.05555555555555555,0.0011265627790109443,0.4250473405557202,0.02434127251264455
switzerland-fedpol,0.05555555555555555,0.0006830464748628407,0.46039431274330606,0.061656222025239425
sweden-police,0.05555555555555555,0.0004591067768978197,0.4385141869891687,0.04547242314769249
j-cat,0.05555555555555555,0.004042244402412845,0.4584879180735615,0.021688863557948846
ukraine-police,0.05555555555555555,0.0007129150507115043,0.45286229944689205,0.053820731351399746
germany-lka,0.05555555555555555,0.0012959039004985808,0.4642550616971283,0.04981817069460352
france-national-police,0.05555555555555555,0.0006604074726976818,0.45286229944689205,0.06026871437344059
denmark-police,0.05555555555555555,0.00037079655955489467,0.4491879603033067,0.05758663675869019
spain-guardia-civil,0.041666666666666664,0.0003026019010048871,0.4333652924256951,0.029611006433536265
germany-frankfurt-prosecutor,0.041666666666666664,0.0016686312887742097,0.4510176464959882,0.038474293083587345
kaspersky-lab,0.041666666666666664,0.002268261289532211,0.45286229944689205,0.013763309099450484
knpa-cyber-bureau,0.041666666666666664,0.0038964527118506304,0.32423084103884364,0.0007611224911894767
us-treasury,0.041666666666666664,0.0005760023115518821,0.42020809189664177,0.015484144594468978
armenia-police,0.027777777777777776,3.5898913407544216e-05,0.44557276545177105,0.03271327356769938
dutch-nhtcu,0.027777777777777776,0.0008224884020829362,0.4473730594535964,0.008361271260666247
trend-micro,0.027777777777777776,0.0030242397220285595,0.3961532458488912,0.0029978523114142217
us-dcis,0.027777777777777776,4.127108801214543e-05,0.44557276545177105,0.034524748978311724
shadowserver,0.027777777777777776,0.000613649884890233,0.4510176464959882,0.013932398833470146
romania-police,0.027777777777777776,3.5898913407544216e-05,0.44557276545177105,0.03271327356769938
london-metropolitan-police,0.027777777777777776,0.0014205771372659134,0.4420152982625353,0.008998927772628016
lithuania-police,0.027777777777777776,3.5898913407544216e-05,0.44557276545177105,0.03271327356769938
bulgaria-police,0.027777777777777776,3.5898913407544216e-05,0.44557276545177105,0.03271327356769938
portugal-police,0.027777777777777776,3.5898913407544216e-05,0.44557276545177105,0.03271327356769938
microsoft,0.027777777777777776,0.0010040862126296866,0.4473730594535964,0.00995813339173212
france-junalco,0.027777777777777776,4.127108801214543e-05,0.44557276545177105,0.034524748978311724
interpol-asean-desk,0.027777777777777776,0.0001209262954229397,0.307142391719182,0.00034300455455703007
chinese-police-qingdao,0.013888888888888888,0.0,1.0111856823266219,5.8651957280315e-45
cbi-india,0.013888888888888888,0.0,0.3878277835893699,0.002687003281067743
belgium-federal-police,0.013888888888888888,0.0,0.4437869026643892,0.0188640758717959
croatia-hrvatska-policija,0.013888888888888888,0.0,0.3878277835893699,0.003433630606548338
czechia-police,0.013888888888888888,0.0,0.42020809189664177,0.011894767699225381
dea,0.013888888888888888,0.0,0.372184309965597,0.003949544105275619
knpa,0.013888888888888888,0.0,0.3046075164092575,0.00015853949495466354
intel-security,0.013888888888888888,0.0,0.4123829877644883,0.005546536827127479
icann,0.013888888888888888,0.0,0.4420152982625353,0.008385862006342667
ireland-garda,0.013888888888888888,0.0,0.41704268254148813,0.009009571876310268
irs-ci,0.013888888888888888,0.0,0.372184309965597,0.003949544105275619
israel-police,0.013888888888888888,0.0,0.3878277835893699,0.003433630606548338
italy-dcsa,0.013888888888888888,0.0,0.41704268254148813,0.009009571876310268
