slug,degree,betweenness,closeness,eigenvector
united-states,0.6666666666666666,0.21459556045783837,0.7164179104477612,0.3031230774425316
united-kingdom,0.4722222222222222,0.08851671470854758,0.6486486486486487,0.2556549434645479
germany,0.4444444444444444,0.07024768018843847,0.6233766233766234,0.2370797329479381
netherlands,0.40277777777777773,0.045961537016703705,0.5294117647058824,0.1996095617266451
france,0.3472222222222222,0.04729170210263781,0.6153846153846154,0.2002492095939347
australia,0.2638888888888889,0.03215793226288615,0.602510460251046,0.1611241708782195
spain,0.25,0.037873472520944425,0.5950413223140496,0.122288389129952
canada,0.20833333333333331,0.014005078430383624,0.5714285714285714,0.13924104227845652
romania,0.19444444444444442,0.018583312718513066,0.582995951417004,0.12817892160944191
italy,0.18055555555555555,0.011659468329796847,0.5393258426966292,0.09154837772740851
sweden,0.18055555555555555,0.016022490675045523,0.5806451612903226,0.12837840653538396
japan,0.16666666666666666,0.019685228047045273,0.5603112840466926,0.0927733039875055
switzerland,0.16666666666666666,0.01124748493657537,0.5034965034965035,0.10105416103063038
poland,0.16666666666666666,0.01883991712066046,0.5806451612903226,0.10835619117445804
ukraine,0.15277777777777776,0.0071244202603503405,0.48,0.07633429784480704
singapore,0.1388888888888889,0.025659324958035506,0.5714285714285714,0.07663169472785107
bulgaria,0.1388888888888889,0.0069472677311373954,0.5517241379310345,0.09352661704404482
belgium,0.125,0.00924732443432543,0.488135593220339,0.05718685142500598
thailand,0.125,0.014190313007208834,0.5393258426966292,0.05202962413698935
nigeria,0.125,0.10768061156080021,0.5783132530120482,0.036916931128313644
lithuania,0.1111111111111111,0.0023156387041886315,0.4752475247524752,0.06774638533566545
portugal,0.1111111111111111,0.007663950523378812,0.5353159851301115,0.06479808618018758
austria,0.1111111111111111,0.011299367554674354,0.555984555984556,0.06290906543484563
finland,0.09722222222222221,0.007234958895744704,0.51985559566787,0.06561983921638334
south-korea,0.09722222222222221,0.014522208279386849,0.5274725274725275,0.04175242276895943
malaysia,0.09722222222222221,0.0117625336930545,0.5294117647058824,0.036145109703326496
latvia,0.08333333333333333,0.0012795468079415853,0.4585987261146497,0.04838033039134488
denmark,0.08333333333333333,0.0007102040750034298,0.42729970326409494,0.04196561891833963
south-africa,0.06944444444444445,0.0660751062346284,0.5581395348837209,0.025481282766066055
hungary,0.06944444444444445,0.002683540161953199,0.47058823529411764,0.03789307110956233
moldova,0.06944444444444445,0.001363747130985205,0.4645161290322581,0.030703394359838838
india,0.06944444444444445,0.0054605994122181,0.5454545454545454,0.044398173631145635
ireland,0.06944444444444445,0.003702581312514554,0.5353159851301115,0.04490382437652271
czech-republic,0.05555555555555555,0.00032094601369138555,0.4472049689440994,0.03436455364135505
philippines,0.05555555555555555,0.0027426812905773576,0.5142857142857142,0.027133757221580297
luxembourg,0.05555555555555555,0.000885123939327807,0.46905537459283386,0.037650435498140906
indonesia,0.05555555555555555,0.0027426812905773576,0.5142857142857142,0.027133757221580297
armenia,0.05555555555555555,0.001836700954648954,0.5333333333333333,0.04813190482188656
cyprus,0.05555555555555555,0.0004652852157053236,0.4235294117647059,0.018585787975616195
ghana,0.05555555555555555,0.04412957863757775,0.5475285171102662,0.030294996312980688
albania,0.041666666666666664,0.0030320481496618015,0.5052631578947369,0.018210355362913454
brazil,0.041666666666666664,0.04336143616893121,0.51985559566787,0.02459569231992121
georgia,0.041666666666666664,0.00013695888844961234,0.4186046511627907,0.01806836139535186
colombia,0.041666666666666664,0.033094289246401426,0.4752475247524752,0.020254431070254972
cambodia,0.041666666666666664,0.0013053387865595606,0.5124555160142349,0.02588634521430231
taiwan,0.041666666666666664,0.00040806104422257247,0.4585987261146497,0.02909782000413875
kenya,0.041666666666666664,0.01037760963776023,0.4645161290322581,0.006509327083472582
vietnam,0.041666666666666664,0.0014607503778806977,0.4982698961937716,0.015927278331939555
montenegro,0.027777777777777776,8.273003149724453e-05,0.45714285714285713,0.02580602522861607
zambia,0.027777777777777776,0.0008636764642351233,0.35467980295566504,0.0009184077064348639
united-arab-emirates,0.027777777777777776,0.00033146969790595875,0.508833922261484,0.024174272144569648
norway,0.027777777777777776,0.0002793035457847252,0.45569620253164556,0.01725571506152718
china,0.027777777777777776,0.002801535980519373,0.49146757679180886,0.013256153292662784
argentina,0.027777777777777776,0.02837264533727158,0.508833922261484,0.013287647152347676
belarus,0.027777777777777776,7.622533144372618e-05,0.42729970326409494,0.014562758646477653
benin,0.027777777777777776,0.0008636764642351233,0.35467980295566504,0.0009184077064348639
israel,0.027777777777777776,0.0002812527237888423,0.3956043956043956,0.005629251100095638
mauritius,0.027777777777777776,0.0012480646645626724,0.42105263157894735,0.0034873325465570033
myanmar,0.027777777777777776,6.924993471906624e-05,0.37402597402597404,0.0029594850770106513
laos,0.027777777777777776,0.00036240201144800834,0.4721311475409836,0.012918551959373407
iceland,0.027777777777777776,4.021034936827485e-05,0.41025641025641024,0.009691270640937208
brunei,0.027777777777777776,0.00036240201144800834,0.4721311475409836,0.012918551959373407
